id,created_at,text
829411945082191878,2017-02-08 19:29:52,b'@eleanorbate @TeenVogue @MerriamWebster @BadlandsNPS was included https://t.co/48vfcuYJNl'
829402166741839872,2017-02-08 18:51:00,b'@Niche_Monk @warmandpunchy no notification is required when canceling a free subscription'
829381363149176832,2017-02-08 17:28:20,"b'@MadintheUS I hate having to do it, so might as well make it as visually appealing as pawsible'"
829374341691346946,2017-02-08 17:00:26,"b""This is Astrid. She's a guide doggo in training. 13/10 would follow anywhere https://t.co/xo7FZFIAao"""
829334214332002305,2017-02-08 14:20:59,b'@vasyanenado HOW'
829181088874561537,2017-02-08 04:12:31,b'@_lynnburger all of them'
829141528400556032,2017-02-08 01:35:19,b'This is Malcolm. He goes from sneaky tongue slip to flirt wink city in a matter of seconds. 12/10 would hug softly https://t.co/rHwfySggqR'
829128831810273280,2017-02-08 00:44:52,"b'RT @MetagameMike: Pup agrees, the dogs are indeed good @dog_rates. (Also ty for the swell housewarming gift @JeneralArcher \xf0\x9f\x98\x8d) https://t.co/\xe2\x80\xa6'"
829108948347342848,2017-02-07 23:25:52,b'@warmandpunchy my paw slipped I meant h*ck off'
829101525913972736,2017-02-07 22:56:22,b'@esteban_corner @CharlesRowlands @KatieGalvin8 just a suggestion here but fuck off'
829091025180381186,2017-02-07 22:14:38,b'@aljwhite I am fed pup with the nonsense Alan'
829069662034001920,2017-02-07 20:49:45,b'@KatieGalvin8 yea she appears to be terribly mistreating her dog'
829030199123640320,2017-02-07 18:12:56,b'@anymoto \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc\xf0\x9f\x92\xaf\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc\xf0\x9f\x92\xaf\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc\xf0\x9f\x92\xaf\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc\xf0\x9f\x92\xaf\xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc'
829029749712416768,2017-02-07 18:11:09,"b""@DerekNicholl oh it's just the beginning"""
829011960981237760,2017-02-07 17:00:28,b'This is Dexter. He was reunited with his mom yesterday after she was stuck in Iran during the travel Bannon. 13/10\xe2\x80\xa6 https://t.co/GBAOEZbHhN'
828986706602885121,2017-02-07 15:20:07,b'RT @hozondojo: \xe3\x82\xa8\xe3\x82\xb0\xe3\x82\xb6\xe3\x82\xa4\xe3\x83\x8c https://t.co/tLEfLVE7QP'
828984358904164353,2017-02-07 15:10:47,"b""@ManyATrueNerd @ClaireRousseau have her play @GoodDogsGame for a while, maybe she'll be awakened"""
828982702502182912,2017-02-07 15:04:12,"b'@ManyATrueNerd no, it is not. Replace immediate'"
828951335064186881,2017-02-07 12:59:34,b'@darcytikai you are'
828848369623846912,2017-02-07 06:10:25,b'@EverythingGoats this in itself is an alternative fact'
828801551087042563,2017-02-07 03:04:22,"b'RT @dog_rates: This is Gus. He likes to be close to you, which is good because you want to be close to Gus. 12/10 would boop then pet https\xe2\x80\xa6'"
828775945511301120,2017-02-07 01:22:37,"b""@NerdPyle @JasmineArcherr I don't make the rules I just enforce them"""
828770345708580865,2017-02-07 01:00:22,"b""This is Alfie. He's your Lyft for tonight. Kindly requests you buckle pup and remain reasonably calm during the rid\xe2\x80\xa6 https://t.co/iiswSKWKPF"""
828768640837222400,2017-02-07 00:53:36,b'@BooksAndSass @GraysJustin https://t.co/vaCVCMl3X5'
828727981107458048,2017-02-06 22:12:02,b'@FireflySurvivor patience \xf0\x9f\x98\x89'
828709456242438144,2017-02-06 20:58:25,"b""@austinburns *hands you 4 months worth of Patreon pledges* i don't deserve these, you write the tweets now"""
828708714936930305,2017-02-06 20:55:28,"b""This is Fiona. She's an exotic dog. Seems rather impatient. Jaw extension on another level tho. Looks slippery. 10/\xe2\x80\xa6 https://t.co/WKw8mEljj2"""
828706084076519430,2017-02-06 20:45:01,b'RT @bern13sanders: @dog_rates this is probably the best thing I have ever purchased https://t.co/7MMsjwGNYx'
828701460154159104,2017-02-06 20:26:39,"b""@PhazeX36 can't wait to make it better for you"""
828688920212828160,2017-02-06 19:36:49,"b""@mattholm @ShopWeRateDogs we've got that phrase on every product except hats right now\nhttps://t.co/vaCVCMl3X5"""
828688136087670784,2017-02-06 19:33:42,"b""Last day to get anything from our Valentine's Collection by Valentine's Day! \xf0\x9f\x90\xb6\xf0\x9f\x92\x9d\xf0\x9f\x90\xbe\xf0\x9f\x8c\xb9\xf0\x9f\x90\x95\n\nShop: https://t.co/MXljGLH3qY https://t.co/qFBCMytKMB"""
828650029636317184,2017-02-06 17:02:17,"b""Occasionally, we're sent fantastic stories. This is one of them. 14/10 for Grace https://t.co/bZ4axuH6OK"""
828447461945516034,2017-02-06 03:37:21,b'@zwoelheid read the second to last line'
828445008596500480,2017-02-06 03:27:36,b'@Door_Kicker1032 3 seconds'
828441573318868992,2017-02-06 03:13:57,b'Whoops look what I did \nhttps://t.co/BlnSOQKija'
828416497504677888,2017-02-06 01:34:18,"b'RT @dog_rates: Next year we\'re raising money so I can pay for a 3 second #SuperBowl ad spot that just says ""They\'re good dogs, Brent""'"
828409743546925057,2017-02-06 01:07:28,"b""This is Mutt Ryan. He's quite confident at the moment. 12/10 rise pup! https://t.co/ZH5CvRlCxt"""
828408677031882754,2017-02-06 01:03:14,b'This is Bear. He went outside to play in the snow. Needed a break from the game. Feeling a tad better now. 12/10  d\xe2\x80\xa6 https://t.co/Mt5tdEUlgy'
828408358151520256,2017-02-06 01:01:58,b'@MidKnight7872 *gulps*'
828406641968160768,2017-02-06 00:55:09,"b'Next year we\'re raising money so I can pay for a 3 second #SuperBowl ad spot that just says ""They\'re good dogs, Brent""'"
828401924504420352,2017-02-06 00:36:24,"b""@Wendys @ReallyCuteDoggo he's an 11 (btw Wendy's you can honorary rate a dog anytime \xf0\x9f\x98\x98)"""
828396149249802242,2017-02-06 00:13:27,"b'RT @AHamilpup: Thankfully, I found my fur-ever home, but some of my teammates and rescues around the world are still looking for theirs. #P\xe2\x80\xa6'"
828381636999917570,2017-02-05 23:15:47,"b""Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head appr\xe2\x80\xa6 https://t.co/sPHZB0Hwf0"""
828377170976374784,2017-02-05 22:58:02,"b""@AHamilpup AHHH I WOULD'VE TAGGED YOU I'M SORRYYYYY"""
828376505180889089,2017-02-05 22:55:23,"b'This is Beebop. Her name means ""Good Dog"" in robot. She also was a star on the field today. 13/10 would pet well https://t.co/HKBVZqXFNR'"
828372645993398273,2017-02-05 22:40:03,"b""This is Alexander Hamilpup. He was one of the many stars in this year's Puppy Bowl. He just hopes both teams had fu\xe2\x80\xa6 https://t.co/aYBUiGornB"""
828363052152127488,2017-02-05 22:01:56,b'Reminder that every dog who participated was a winner and also very good'
828361771580813312,2017-02-05 21:56:51,b'Beebop and Doobert should start a band 12/10 would listen'
828361045517418497,2017-02-05 21:53:58,b'DOOOOBERTTTTT'
828356170368897025,2017-02-05 21:34:35,"b""They're actually all the most valuable player in my opinion"""
828352659778322435,2017-02-05 21:20:38,b'That exotic feathery dog actually writes the tweets for this account'
828351726168178692,2017-02-05 21:16:56,b'Tucker is my hero'
828350345466245121,2017-02-05 21:11:27,"b""I'm sensing a comeback"""
828347623396474881,2017-02-05 21:00:38,"b""I'm live on Instagram if you guys want to come watch the Puppy Bowl with me! \n\nUsername is WeRateDogs"""
828344842182852608,2017-02-05 20:49:34,"b""My favorite dogs in this are the ones that could not care less about what's happening around them"""
828342244142960640,2017-02-05 20:39:15,b'I understand the need for flags but honestly these dogs are doing nothing wrong'
828340518044184580,2017-02-05 20:32:23,b'Maggie just stole my heart'
828337955047690243,2017-02-05 20:22:12,b'This is absolutely riveting so far. Team Fluff is considerably overpowered'
828333944655446018,2017-02-05 20:06:16,b'Already rated that dog\nhttps://t.co/2TeK8kfPOz'
828333263114686466,2017-02-05 20:03:34,"b""That's just a rare dog actually"""
828333097385095168,2017-02-05 20:02:54,b'Here we h*ckin go'
828331867128655875,2017-02-05 19:58:01,"b'Before the Puppy Bowl starts I want to reassure everyone that all participants are, indeed, good dogs'"
828325577639723012,2017-02-05 19:33:01,b'We will try to be descriptive so those of you who are unable to watch the game can imagine the competitive floof fest'
828325075489288193,2017-02-05 19:31:02,"b""30 minutes until we start live tweeting this year's Puppy Bowl!"""
828301253822255104,2017-02-05 17:56:22,b'@CM_Tomlin @daveshorr we only encourage these qualities'
828287288866136065,2017-02-05 17:00:53,b'@zestyoregano emancipate'
828287070275780608,2017-02-05 17:00:01,b'@brandonco4 this is good research'
828285309574115331,2017-02-05 16:53:01,b'@Theultimatega15 @MarvelStudios anything dog related is immediately sent to me by hundreds of people'
828275780497108992,2017-02-05 16:15:09,b'RT @matt___nelson: Look upon your sovereign and tremble https://t.co/tpYLmfXuxh'
828263764805971968,2017-02-05 15:27:24,b'@MarvelStudios this is good and I like it'
828152217983139840,2017-02-05 08:04:09,b'@MarcStraight @GoodDogsGame'
828051009633185793,2017-02-05 01:21:59,"b""RT @dog_rates: Yes, I will be doing some sort of live commentary of the Puppy Bowl tomorrow. Here's what makes this year's better:\n\nhttps:/\xe2\x80\xa6"""
828046555563323392,2017-02-05 01:04:17,b'This is Sailer. He waits on the roof for his owners to come home. Nobody knows how he gets up there. H*ckin loyal a\xe2\x80\xa6 https://t.co/sD8LLJIDzZ'
828031312820834304,2017-02-05 00:03:43,b'@rileygips latest pupdate fixes that'
828023252870115329,2017-02-04 23:31:42,b'RT @_raacheel_: so this happened https://t.co/GZHiFGLdLs'
828012502722150400,2017-02-04 22:48:59,b'@tayloraubrie4 give fry'
828011680017821696,2017-02-04 22:45:42,"b""Say hello to Brutus and Jersey. They think they're the same size. Best furiends furever. Both 11/10 would pet simul\xe2\x80\xa6 https://t.co/RdsPvrhDUl"""
827981770826067968,2017-02-04 20:46:51,"b""@EverythingGoats you don't see goats carrying dogs around https://t.co/P3ZszJBqGB"""
827977077123141632,2017-02-04 20:28:12,"b""@a_dogs_purpose Despite thousands of people requesting I support the boycott of your movie, I'm happy I resisted \nhttps://t.co/HZTRMtz6Xl"""
827952392100536320,2017-02-04 18:50:07,"b""Yes, I will be doing some sort of live commentary of the Puppy Bowl tomorrow. Here's what makes this year's better:\n\nhttps://t.co/IKDiZ9Sft0"""
827933404142436356,2017-02-04 17:34:40,b'This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was on\xe2\x80\xa6 https://t.co/8xoij73L2L'
827720462918701057,2017-02-04 03:28:31,b'Dogs are so good guys like wow'
827720236078133250,2017-02-04 03:27:37,"b'RT @baythatch: @ the vet this man is trying to comfort his nervous dog. All he keeps saying is ""you\'re my best boy I\'ll make sure they take\xe2\x80\xa6'"
827653905312006145,2017-02-03 23:04:02,"b""This is Boots. She doesn't know what to do with treats so she just holds them. Very good girl. 12/10 would give mor\xe2\x80\xa6 https://t.co/0UTrm0dQfI"""
827618934048321538,2017-02-03 20:45:04,b'Fixed Android link!!! \xf0\x9f\x90\xb6\n\nhttps://t.co/EdSubae717'
827600520311402496,2017-02-03 19:31:54,"b""Meet Tucker. It's his birthday. He's pupset with you because you're too busy playing @GoodDogsGame to celebrate. 13\xe2\x80\xa6 https://t.co/Fx3mpICbFz"""
827566959529177090,2017-02-03 17:18:33,"b""GOOD DOGS\n\nOUT NOW ON IOS AND ANDROID\n(it's a good game, Brent)\n\nDOWNLOAD HERE\nhttps://t.co/Svxf2qgrGu https://t.co/0PabHnFbuh"""
827522316523421697,2017-02-03 14:21:09,b'Get. H*ckin. Hype.\nhttps://t.co/JLUTXVRhDq'
827377676436463617,2017-02-03 04:46:24,b'@QPSmedia \xf0\x9f\x98\xa2'
827343558826917888,2017-02-03 02:30:50,"b""Tomorrow is a big day. I hope you're all pupared"""
827324948884643840,2017-02-03 01:16:53,"b""This is Ralphie. He's being treated for an overactive funny bone, which is no joke. 12/10 would try to pet with a s\xe2\x80\xa6 https://t.co/oIRnxBH7mJ"""
827228250799742977,2017-02-02 18:52:38,"b""RT @dog_rates: This is Phil. He's an important dog. Can control the seasons. Magical as hell. 12/10 would let him sign my forehead https://\xe2\x80\xa6"""
827206774591741952,2017-02-02 17:27:18,"b""RT @AlanaHolly16: all i want for valentine's day https://t.co/O56puZwuug"""
827199976799354881,2017-02-02 17:00:17,"b""This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win\xe2\x80\xa6 https://t.co/zV7A8OnKPV"""
827187495024656385,2017-02-02 16:10:41,"b""If you'd like to help out the wonderful people giving Cupid that long happy doggo life, click the link below:\n\nhttps://t.co/L6DLrNJSLW"""
827150996568670213,2017-02-02 13:45:39,b'@kpcwoo @audouuce I supply all captions'
826988689456762881,2017-02-02 03:00:42,b'RT @dog_rates: Please keep loving'
826973121458610176,2017-02-02 01:58:51,"b""@AlexMariaT1 @ShopWeRateDogs there's 5 other colors I believe :)"""
826971995141185537,2017-02-02 01:54:22,"b""These also came out today. They're meant for humans but you can get one for your dog if you want \xf0\x9f\x90\xb6\n\nShop:\xe2\x80\xa6 https://t.co/t3na5nNOvl"""
826958653328592898,2017-02-02 01:01:21,"b""This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR"""
826936966545563648,2017-02-01 23:35:11,b'@BCBolton good things I hope'
826933675254231040,2017-02-01 23:22:06,"b'RT @eddv_: Wanna get a new mug for work and @dog_rates has a real winner right here, naturally. https://t.co/aIX6KuYtga'"
826865105879126018,2017-02-01 18:49:38,b'@molly_knight OMFG'
826848821049180160,2017-02-01 17:44:55,"b""This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo\xe2\x80\xa6 https://t.co/9uuMrgrmsw"""
826837537775874049,2017-02-01 17:00:05,"b""Our Valentine's Collection is here!\nShow your dog that they are your main priority this February 14th \xe2\x9d\xa4\xf0\x9f\x90\xb6\n\nShop Now:\xe2\x80\xa6 https://t.co/LkBJbODsBa"""
826818592956096513,2017-02-01 15:44:48,b'RT @LaurenG1087: @dog_rates all the math adds up https://t.co/VQQnoRQ106'
826813755858247681,2017-02-01 15:25:35,"b""RT @RogueNASA: If you're feeling overwhelmed and anxious today, remember that this is Leland Melvin's official NASA picture. https://t.co/c\xe2\x80\xa6"""
826615380357632002,2017-02-01 02:17:19,"b'RT @dog_rates: Please only send in dogs. We only rate dogs, not seemingly heartbroken ewoks. Thank you... still 10/10 would console https:/\xe2\x80\xa6'"
826598799820865537,2017-02-01 01:11:25,"b""I was going to do 007/10, but the joke wasn't worth the &lt;10 rating"""
826598365270007810,2017-02-01 01:09:42,"b""This is Pawnd... James Pawnd. He's suave af. 13/10 would trust with my life https://t.co/YprN62Z74I"""
826576754055725056,2017-01-31 23:43:49,b'@DaveLeeBBC Brant is married this was his wedding cake https://t.co/qqBEnClDZc'
826575841815621632,2017-01-31 23:40:12,"b""For some reason a lot of people have asked me today if I can be their valentine. H*ck... of course I'll be your valentine \xe2\x9d\xa4"""
826501942327312385,2017-01-31 18:46:33,"b""We've come so far https://t.co/Piv1AudX5m"""
826477606593843200,2017-01-31 17:09:51,"b""@SusanArendt SUSAN I DIDN'T EVEN NOTICE OMFG"""
826476773533745153,2017-01-31 17:06:32,b'This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later\xe2\x80\xa6 https://t.co/qeIgYo9OLq'
826277184729915392,2017-01-31 03:53:26,b'@anamariecox not one bit'
826242451421663234,2017-01-31 01:35:25,"b""I'm getting conflicting repawts. This could actually be an Icelandic Wild Street Moose"""
826240494070030336,2017-01-31 01:27:39,"b""We only rate dogs. Please don't send in any more non-dogs like this Wild Albanian Street Moose. Thank you... 11/10 https://t.co/srXL2s868C"""
826205731355557891,2017-01-30 23:09:31,b'@TheVictorAllen @jack @Twitter @Support @dogratings I took those plagiarizing degenerates down long ago'
826204788643753985,2017-01-30 23:05:46,"b""Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 \nhttps://t.co/1httNYrCeW https://t.co/KvaM8j3jhX"""
826115272272650244,2017-01-30 17:10:04,"b""This is Ike. He's demonstrating the pupmost restraint. 13/10 super good boy https://t.co/6gHoGah9nm"""
825913729502044160,2017-01-30 03:49:12,b'@wilw *boops*'
825889001534062592,2017-01-30 02:10:56,"b""Day 412 in the bubble: ok maybe the bubble isn't that bad"""
825876512159186944,2017-01-30 01:21:19,"b""This is Mo. No one will push him around in the grocery cart. He's quite pupset about it. 11/10 I volunteer https://t.co/feNwTq12S5"""
825829644528148480,2017-01-29 22:15:05,b'This is Toby. He just found out you only pretend to throw the ball sometimes. H*ckin puppalled. 12/10 would console https://t.co/YimNdkZrhM'
825746671279677440,2017-01-29 16:45:22,b'oh h*ck\nhttps://t.co/lWVCsq4JMe'
825594817291886594,2017-01-29 06:41:57,"b'RT @Swybeh: Last week I planted this tree, and today when I checked I see this. Nature is truly incredible! https://t.co/5eTQPSUPJv'"
825539695421616129,2017-01-29 03:02:55,b'@dubiousfeline dogs represent unconditional love. I use this account to convince humans they should strive for the same'
825539045270966273,2017-01-29 03:00:20,"b""@dubiousfeline caring about people because they are people shouldn't be political :)"""
825537665445535745,2017-01-29 02:54:51,"b""@Real_Murrican even if that is what you think it doesn't mean dogs can't like Islam :)"""
825535649600135168,2017-01-29 02:46:51,b'@DOGFACE141 that is a dog :)'
825535462064390144,2017-01-29 02:46:06,b'Thank you to @pbump for the pic!'
825535076884762624,2017-01-29 02:44:34,"b""Here's a very loving and accepting puppo. Appears to have read her Constitution well. 14/10 would pat head approvin\xe2\x80\xa6 https://t.co/804eeysJkI"""
825531368838987777,2017-01-29 02:29:50,b'@pbump permission to feature this pic?'
825525188485865472,2017-01-29 02:05:17,"b""If you'd like a small reason to smile... https://t.co/GFt8EzYsze"""
825429613081985025,2017-01-28 19:45:30,"b""RT @JZACMusic: excited to announce I'm taking over the @dog_rates Snapchat today while filming a new music video with this little guy \xf0\x9f\x90\xb6\n\nsn\xe2\x80\xa6"""
825161446472503296,2017-01-28 01:59:54,b'Not just dogs... other human beings are pretty cool to care about as well'
825160255332048896,2017-01-28 01:55:10,b'Please keep loving'
825147591692263424,2017-01-28 01:04:51,b'This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10 https://t.co/AyBEmx56MD'
825120256414846976,2017-01-27 23:16:13,"b""RT @dog_rates: Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance\n\nhttps:/\xe2\x80\xa6"""
825097543403053056,2017-01-27 21:45:58,"b""@RogueNASA @britsburgh it's no good"""
825026590719483904,2017-01-27 17:04:02,"b""Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance\xe2\x80\xa6 https://t.co/HGMMHsgGXm"""
825018276526821376,2017-01-27 16:30:59,b'I think we all learned as children that 101 is the perfect amount'
825017681917022209,2017-01-27 16:28:38,"b'I know we all love dogs, but having 123 might be too h*ckin many\nhttps://t.co/yJOCKlWnnJ'"
825009925806026752,2017-01-27 15:57:48,b'@MichaelLewisOSU @brittdales https://t.co/0XSGJdLfp4'
825008985053024256,2017-01-27 15:54:04,b'RT @brittdales: Casual Fridays call for my new favourite hoodie! @dog_rates https://t.co/Q4oLJNSAP2'
824796380199809024,2017-01-27 01:49:15,b'RT @dog_rates: This is Bailey. She loves going down slides but is very bad at it. Still 11/10 https://t.co/ivPWhspN3E'
824775477277634560,2017-01-27 00:26:12,b'The typo in the first version of this tweet  was on puppose. We want to give the impression of imperfection to be more relatable'
824775126675836928,2017-01-27 00:24:48,b'This is Scooter. His lack of opposable thumbs is rendering his resistance to tickling embarrassingly moot. 12/10 wo\xe2\x80\xa6 https://t.co/OEJq2JR8Ix'
824696879652990977,2017-01-26 19:13:52,b'@jordansheaa @jocelynxsanchez whoa'
824663926340194305,2017-01-26 17:02:56,b'This is Wilson. Named after the volleyball. He tongue wrestled a bee and lost. 13/10 valiant effort tho https://t.co/A5Mx4h1FSM'
824491979287433216,2017-01-26 05:39:40,"b'RT @BadlandsNPS: ""Study #nature, love nature, stay close to nature. It will never fail you.\xe2\x80\x9d -Frank Lloyd Wright #findyourpark https://t.co\xe2\x80\xa6'"
824325613288833024,2017-01-25 18:38:36,b'Retweet the h*ck out of this 13/10 pupper #BellLetsTalk https://t.co/wBmc7OaGvS'
824297048279236611,2017-01-25 16:45:05,b'This is Nala. She got in trouble. One h*ck of a pupnishment. Still 11/10 would pet https://t.co/EmJbG0skLt'
824083002284093442,2017-01-25 02:34:33,b'RT @dog_rates: Help him @POTUS https://t.co/2q30tpPKru'
824044719906951168,2017-01-25 00:02:25,b'@ParkerMolloy @jaketapper I knew I rated his dog for a reason'
824030946898956288,2017-01-24 23:07:42,b'@blakethomas224 https://t.co/0SkBPHR4mv'
824029965641510912,2017-01-24 23:03:48,b'PERIOD https://t.co/sPMgXf446j'
824029192773914625,2017-01-24 23:00:43,"b""I'm not sure if you guys knew this, but this account is 100% factual and backed by all the science ever"""
824025158776213504,2017-01-24 22:44:42,"b'""I wish we were dogs"" 14/10 for @BadlandsNPS https://t.co/50qq2DItPW'"
824021326843314176,2017-01-24 22:29:28,b'@darth I miss you'
823994255073038338,2017-01-24 20:41:54,b'Her name was Bella. She always visited the school where her mom worked. She really loved hats. The last pic is her\xe2\x80\xa6 https://t.co/fUEn61Ubv0'
823989860151267333,2017-01-24 20:24:26,b'@EmergencyPuppy \xf0\x9f\x91\x8c\xf0\x9f\x8f\xbc'
823953000830013445,2017-01-24 17:57:58,"b""@BadAstronomer not only did I break my neck attempting to view this photo, it wasn't worth viewing anyway. Sad!"""
823951249108246529,2017-01-24 17:51:00,"b""@BadAstronomer @cyborgk9 Phil you've done it again"""
823948041241640961,2017-01-24 17:38:15,"b""@BadAstronomer @cyborgk9 they're actually very proper because they're really good dogs (checkmate)"""
823941374169018369,2017-01-24 17:11:46,b'@7News @smoothmedia what they said'
823939628516474880,2017-01-24 17:04:50,"b""This is Cash. He's officially given pup on today. 12/10 frighteningly relatable https://t.co/m0hrATIEyw"""
823937132402188288,2017-01-24 16:54:55,"b'@cyborgk9 @BadAstronomer we give credit, are never wrong, and all the dogs are real I think'"
823936675537686528,2017-01-24 16:53:06,b'@EverythingGoats what a rude animal'
823750725939372033,2017-01-24 04:34:12,"b'@videocrime I know, it should be more'"
823749894791950338,2017-01-24 04:30:54,b'@SwiftOnSecurity \xe2\x9d\xa4'
823731774664609792,2017-01-24 03:18:53,"b""PUPDATE: I'd still do terrible things for Milo https://t.co/nMPZlzrQR7"""
823719002937630720,2017-01-24 02:28:08,"b""RT @dog_rates: This is Balto. He's very content. Legendary tongue slippage. 12/10 would pet forever https://t.co/T7Jr4Gw4sC"""
823709960399884288,2017-01-24 01:52:13,b'@imgur yes\nhttps://t.co/hJneNkfpBe'
823700042603233280,2017-01-24 01:12:48,b'@jaketapper @WinstonTapper told you to be patient with me \xf0\x9f\x98\x98'
823699002998870016,2017-01-24 01:08:40,b'This is Winston. The goggles make him a superhero. Protects the entire city from criminals unless they rub his bell\xe2\x80\xa6 https://t.co/RsMs6iThDO'
823677914151579648,2017-01-23 23:44:52,"b""@shaukenaw that's why I do this"""
823668629879345152,2017-01-23 23:07:59,b'RT @JoshsOpinion: @dog_rates This is what Tinder is really for. https://t.co/D6D7VktrR4'
823660116851523584,2017-01-23 22:34:09,b'@ColtonGeil no Brant has one'
823619708557623297,2017-01-23 19:53:35,b'RT @elliotwagland: Three puppies have been found alive in one of the air pockets under the rubble at the avalanche-hit Hotel Rigopiano in I\xe2\x80\xa6'
823593693676523520,2017-01-23 18:10:12,"b""RT @SillySammi96: @dog_rates my boyfriend doesn't want a dog, this may be a deal breaker https://t.co/yf1PysxV6W"""
823581115634085888,2017-01-23 17:20:14,"b""This is Crawford. He's quite h*ckin good at the selfies. Nose is incredibly boopable. 11/10 would snapchat https://t.co/6F5Rrp472U"""
823382494292701184,2017-01-23 04:10:59,b'@smittyhalibut I really appreciate it :)'
823378444507643904,2017-01-23 03:54:53,b'@smittyhalibut @metasynthie \xe2\x9d\xa4\nhttps://t.co/vaCVCMl3X5'
823333489516937216,2017-01-23 00:56:15,b'@HistoryInPics 13/10'
823322678127919110,2017-01-23 00:13:17,"b""This is Wyatt. He's got the fastest paws in the West. H*ckin deadly. 11/10 would ride into the sunset with https://t.co/stkJ377KK7"""
823269594223824897,2017-01-22 20:42:21,"b""RT @dog_rates: We only rate dogs. Please don't send pics of men capturing low level clouds. Thank you... 11/10 https://t.co/rLi83ZyCL5"""
823256087797399553,2017-01-22 19:48:41,"b""If you'd like to help support this account and what we try to do here, here's how you can\n\nhttps://t.co/7HRODHOfyR"""
822975315408461824,2017-01-22 01:12:59,"b""This is Albus. He's soaked as h*ck. Seems to have misplaced an ear as well. Still in good spirits tho. 12/10 would\xe2\x80\xa6 https://t.co/NXORbtoMpr"""
822943973148868611,2017-01-21 23:08:27,b'@xInsvilla @AtTimJones @fuckjack6 I gained 100 more while he typed that'
822938685708660736,2017-01-21 22:47:26,"b""@AtTimJones @fuckjack6 I 100% don't give a shit Tom"""
822937869148950529,2017-01-21 22:44:12,"b""This dog's Instagram is @lennonsadventures if you'd like to give him a follow \xf0\x9f\x90\xb6"""
822896531615469568,2017-01-21 19:59:56,"b""@fuckjack6 this isn't something you should be ignoring Scout"""
822872901745569793,2017-01-21 18:26:02,"b""Here's a super supportive puppo participating in the Toronto  #WomensMarch today. 13/10 https://t.co/nTz3FtorBc"""
822868004782403588,2017-01-21 18:06:35,b'@marymargaret @tubby4lyfe may I feature this pic?'
822859218378260480,2017-01-21 17:31:40,b'@tayhatmaker good pup'
822859134160621569,2017-01-21 17:31:20,b'This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you\xe2\x80\xa6 https://t.co/b2odGgBYBP'
822794828484329472,2017-01-21 13:15:48,"b""@iucounu @DaveLeeBBC @BBCWorld idk which one's worse"""
822794065246875648,2017-01-21 13:12:46,b'RT @DaveLeeBBC: SCOOP: Cats are over. https://t.co/hN4HlZjcxj'
822647212903690241,2017-01-21 03:29:14,b'RT @dog_rates: This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E'
822634861773160453,2017-01-21 02:40:09,"b""RT @AmyTFalcone: I wouldn't say he's good at digging but he gave 110% https://t.co/UAFUYyCipv"""
822615464090202113,2017-01-21 01:23:04,b'@koush @_shelbylewis no they are generally gentle beings'
822610679748239364,2017-01-21 01:04:04,b'@amanda_sheezy https://t.co/H6zJsa75rh'
822610361945911296,2017-01-21 01:02:48,b'Please stop sending in non-canines like this Very Pettable Dozing Bath Tortoise. We only rate dogs. Only send dogs.\xe2\x80\xa6 https://t.co/irJJJr0gHz'
822551008849068033,2017-01-20 21:06:57,b'@bklynMF thanks for watching it :)'
822496114087759872,2017-01-20 17:28:49,b'@mwtfreeman unfollow'
822495473521061891,2017-01-20 17:26:16,b'1. inhale through your nose\n2. hold for a few seconds \n3. exhale slowly through your mouth\n4. pet a dog\n5. repeat for the next 4 years'
822491925991346177,2017-01-20 17:12:10,"b""@bearfacejohnson it's my go to \xe2\x9d\xa4"""
822489057087389700,2017-01-20 17:00:46,b'This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E'
822473321891696641,2017-01-20 15:58:15,b'https://t.co/MUKUZandzx'
822462944365645825,2017-01-20 15:17:01,"b'This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed\xe2\x80\xa6 https://t.co/q5ulLHbQ5h'"
822252638343286788,2017-01-20 01:21:20,b'@PhotonicDog @dril Dril send me your puppo'
